"Performance Index, Trend"
"All Districts, All Schools"
"Notes:"
"The Performance Index is the average performance of students in a subject area (i.e., ELA, Mathematics or Science) on the state summative assessments."
"The Performance Index ranges from 0-100 and is reported for all students and for students in each individual student group."
"Connecticut's ultimate target for a Performance Index is 75."

"",,,,,,"2015-16",,,"2016-17",,,"2017-18",,
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Grade","06",65.0,50.5,"N/A",63.0,53.9,"N/A",70.1,58.7,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Grade","07",66.3,53.1,"N/A",62.4,46.9,"N/A",66.0,51.0,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Grade","08",65.0,54.2,54.8,61.5,48.1,48.1,57.9,46.8,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Grade","10","N/A","N/A",52.3,"N/A","N/A",49.4,"N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Grade","11",54.9,45.6,"N/A",57.1,47.5,"N/A",54.2,47.6,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","High Needs (F/R, EL or SWD)","High Needs",56.9,44.6,49.7,55.7,43.6,42.5,56.4,45.6,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","High Needs (F/R, EL or SWD)","Not High Needs",69.9,58.4,57.5,68.8,57.0,54.0,70.0,58.3,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",58.3,45.5,50.7,57.0,44.2,44.0,57.7,46.3,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",67.3,56.0,56.0,65.3,54.1,51.6,66.9,55.9,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Race/Ethnicity","American Indian or Alaska Native","N/A","N/A","*","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Race/Ethnicity","Asian","*","*","*","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Race/Ethnicity","Black or African American",59.5,46.7,49.5,58.4,45.7,43.5,59.2,46.5,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Race/Ethnicity","Hispanic or Latino",60.9,47.5,51.3,57.6,47.1,47.0,60.6,51.2,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","*","*","N/A","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Race/Ethnicity","Two or More Races","*","*","*",65.5,49.2,"*",61.3,49.3,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Race/Ethnicity","White",71.9,61.3,61.7,69.5,56.8,62.7,71.0,61.0,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Special Education Status (SWD)","Students with Disabilities",43.4,34.1,37.2,43.1,31.2,30.4,40.7,34.3,"N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Special Education Status (SWD)","Students without Disabilities",66.6,54.1,55.4,64.2,52.2,51.7,66.6,54.4,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","All Students","School",68.5,61.7,57.9,67.7,62.4,53.5,67.8,59.0,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","English Language Learners (EL)","English Learners","*","*","*",52.8,51.7,"*",54.4,46.9,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","English Language Learners (EL)","Not English Learners",70.5,63.5,"*",70.7,64.6,54.9,70.6,61.5,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Gender","Female",74.9,65.2,"*",72.1,64.1,"*",69.4,57.4,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Gender","Male",63.2,58.8,57.4,63.5,60.7,51.7,66.1,60.7,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Grade","03","*","*","N/A",68.8,63.0,"N/A","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Grade","04",65.6,58.0,"N/A",72.2,63.1,"N/A",67.7,57.3,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Grade","05",68.3,59.4,57.9,61.5,60.3,53.5,71.1,61.0,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Grade","06","*","*","N/A","*","*","N/A","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","High Needs (F/R, EL or SWD)","High Needs",57.6,51.9,52.2,58.4,53.4,47.2,58.5,51.0,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","High Needs (F/R, EL or SWD)","Not High Needs",82.0,73.7,"*",79.4,73.8,"*",80.6,70.0,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",57.4,51.9,"*",59.1,53.3,46.5,59.1,51.9,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",78.5,70.5,63.4,76.2,71.4,60.5,77.0,66.5,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Race/Ethnicity","Asian","*","*","*","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Race/Ethnicity","Black or African American",64.8,56.1,"*","*","*","*",64.2,56.9,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Race/Ethnicity","Hispanic or Latino",59.8,54.1,"*",61.3,56.4,45.6,62.5,52.6,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Race/Ethnicity","Two or More Races","*","*","*","*","*","N/A","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Race/Ethnicity","White",79.7,72.1,"*",80.4,74.3,"*",77.7,71.3,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Special Education Status (SWD)","Students with Disabilities",47.7,43.8,"*",47.9,43.4,"*",49.0,39.4,"N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Special Education Status (SWD)","Students without Disabilities",75.3,67.5,62.2,73.6,68.1,58.2,73.0,64.3,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","All Students","School",66.8,63.4,47.5,68.3,64.1,56.0,67.9,64.0,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","English Language Learners (EL)","English Learners","*","*","*","*","*","*",62.8,62.9,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","English Language Learners (EL)","Not English Learners",67.8,64.0,"*",69.7,65.5,"*",68.5,64.1,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Gender","Female",68.5,62.0,44.3,72.1,67.0,55.5,73.0,65.8,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Gender","Male",64.4,65.5,"*",63.6,60.5,"*",61.9,61.8,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Grade","03",67.4,59.9,"N/A",65.8,56.3,"N/A",74.5,65.1,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Grade","04",71.5,71.4,"N/A",70.8,66.6,"N/A",65.6,67.5,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Grade","05",60.8,60.3,47.5,68.4,72.1,56.0,63.7,59.1,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","High Needs (F/R, EL or SWD)","High Needs",60.9,57.2,42.6,59.8,56.3,52.3,60.9,57.2,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","High Needs (F/R, EL or SWD)","Not High Needs",76.5,73.6,"*",81.1,75.9,"*",77.4,73.3,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",60.8,57.7,43.1,60.1,56.1,53.5,61.2,57.4,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",74.4,70.6,"*",78.2,73.8,58.3,75.4,71.2,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Race/Ethnicity","American Indian or Alaska Native","N/A","N/A","N/A","*","*","N/A","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Race/Ethnicity","Asian","*","*","*","*","*","N/A","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Race/Ethnicity","Black or African American",64.5,58.1,"*",65.6,61.2,"*",63.0,57.0,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Race/Ethnicity","Hispanic or Latino",62.9,62.1,"*",62.5,58.4,"*",61.9,61.2,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Race/Ethnicity","Two or More Races","*","*","*","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Race/Ethnicity","White",76.6,75.2,"*",82.7,80.5,"*",78.6,75.5,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Special Education Status (SWD)","Students with Disabilities","*","*","*",47.0,40.3,"*",41.2,43.3,"N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Special Education Status (SWD)","Students without Disabilities",69.3,66.0,51.1,71.9,68.1,57.8,71.3,66.6,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","All Students","School",51.4,43.6,43.3,46.4,41.2,43.4,48.4,41.4,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","English Language Learners (EL)","English Learners","*","*","*","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","English Language Learners (EL)","Not English Learners",52.0,44.1,"*",47.2,41.9,43.7,49.5,42.5,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Gender","Female",55.0,46.7,42.7,46.9,40.8,41.5,49.5,40.9,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Gender","Male",49.8,42.2,43.6,46.2,41.4,44.8,47.6,41.7,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Grade","06",57.5,44.2,"N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Grade","07",54.2,45.4,"N/A",50.2,42.2,"N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Grade","08",57.2,48.0,49.6,46.7,45.0,45.3,49.8,40.9,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Grade","10","N/A","N/A",39.1,"N/A","N/A",41.8,"N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Grade","11",42.5,38.9,"N/A",42.7,37.1,"N/A",46.8,42.0,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","High Needs (F/R, EL or SWD)","High Needs",48.1,40.8,40.7,42.4,37.1,39.4,43.3,37.3,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","High Needs (F/R, EL or SWD)","Not High Needs",60.6,51.4,51.9,51.7,46.7,48.6,55.9,47.5,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",48.4,41.4,41.1,43.1,37.9,38.8,44.7,38.6,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",58.2,48.7,49.1,49.3,44.1,47.9,51.9,44.1,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Race/Ethnicity","American Indian or Alaska Native","*","*","*","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Race/Ethnicity","Asian","*","*","*","*","*","N/A","*","*","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Race/Ethnicity","Black or African American",49.6,41.8,36.6,45.9,37.8,40.1,50.3,41.0,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Race/Ethnicity","Hispanic or Latino",48.1,40.3,40.5,43.7,39.8,39.5,45.0,38.7,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Race/Ethnicity","Two or More Races","*","*","*","*","*","*","*","*","N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Race/Ethnicity","White",55.9,48.5,54.8,52.5,47.4,50.9,56.3,51.0,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Special Education Status (SWD)","Students with Disabilities",36.6,28.6,29.5,36.0,30.3,33.1,34.8,27.4,"N/A"
"Capitol Region Education Council","=""2410014""","PSA Civic Leadership High School","=""2415214""","Special Education Status (SWD)","Students without Disabilities",55.6,47.9,48.1,49.1,44.0,45.3,51.5,44.7,"N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","All Students","School",65.4,58.0,46.4,67.1,63.8,51.5,67.7,62.4,"N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","English Language Learners (EL)","English Learners","*","*","*","*","*","*",61.2,54.5,"N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","English Language Learners (EL)","Not English Learners",65.7,58.5,"*",68.1,64.8,"*",68.5,63.5,"N/A"
